CID,IsomericSMILES,Descriptors,0,1,10,2,3,4,5,6,7,8,9
70,CC(C)CC(=O)C(=O)O,['1'],0,1,0,0,0,0,0,0,0,0,0
107,C1=CC=C(C=C1)CCC(=O)O,"['4', '6', '9', '0']",1,0,0,0,0,1,0,1,0,0,1
119,C(CC(=O)O)CN,['3'],0,0,0,0,1,0,0,0,0,0,0
125,C1=CC(=CC=C1CO)O,"['6', '5', '1', '7']",0,1,0,0,0,0,1,1,1,0,0
126,C1=CC(=CC=C1C=O)O,"['6', '9', '7', '2']",0,0,0,1,0,0,0,1,1,0,1
129,CC(C)CCC=O,"['0', '1', '7', '10', '2']",1,1,1,1,0,0,0,0,1,0,0
174,C(CO)O,['2'],0,0,0,1,0,0,0,0,0,0,0
180,CC(=O)C,"['8', '1', '2']",0,1,0,1,0,0,0,0,0,1,0
196,C(CCC(=O)O)CC(=O)O,"['10', '2']",0,0,1,1,0,0,0,0,0,0,0
243,C1=CC=C(C=C1)C(=O)O,"['6', '10', '2']",0,0,1,1,0,0,0,1,0,0,0
261,CCCC=O,"['0', '1', '7', '2']",1,1,0,1,0,0,0,0,1,0,0
262,CC(C(C)O)O,"['5', '1', '3', '2']",0,1,0,1,1,0,1,0,0,0,0
263,CCCCO,"['0', '1', '6', '8', '2']",1,1,0,1,0,0,0,1,0,1,0
289,C1=CC=C(C(=C1)O)O,"['6', '7']",0,0,0,0,0,0,0,1,1,0,0
308,C1=CC=C(C=C1)C=CCO,"['4', '6', '0', '8']",1,0,0,0,0,1,0,1,0,1,0
323,C1=CC=C2C(=C1)C=CC(=O)O2,"['0', '7', '6', '10', '2']",1,0,1,1,0,0,0,1,1,0,0
326,CC(C)C1=CC=C(C=C1)C=O,"['0', '6', '10', '2', '9']",1,0,1,1,0,0,0,1,0,0,1
332,COC1=C(C=CC(=C1)C=C)O,"['6', '9', '2']",0,0,0,1,0,0,0,1,0,0,1
338,C1=CC=C(C(=C1)C(=O)O)O,"['6', '7', '2']",0,0,0,1,0,0,0,1,1,0,0
379,CCCCCCCC(=O)O,"['9', '0', '1', '2']",1,1,0,1,0,0,0,0,0,0,1
402,S,"['0', '3', '2']",1,0,0,1,1,0,0,0,0,0,0
441,CC(CC(=O)O)O,"['1', '2']",0,1,0,1,0,0,0,0,0,0,0
454,CCCCCCCC=O,"['10', '6', '0', '1']",1,1,1,0,0,0,0,1,0,0,0
460,COC1=CC=CC=C1O,"['6', '9', '3', '2']",0,0,0,1,1,0,0,1,0,0,1
473,CSCCC(=O)C(=O)O,"['3', '2']",0,0,0,1,1,0,0,0,0,0,0
525,C(C(C(=O)O)O)C(=O)O,"['7', '2']",0,0,0,1,0,0,0,0,1,0,0
568,C1=CC=C2C(=C1)C3=CC=CC=C3O2,"['4', '6']",0,0,0,0,0,1,0,1,0,0,0
612,CC(C(=O)O)O,"['5', '2']",0,0,0,1,0,0,1,0,0,0,0
660,C1CC(=O)OC2=CC=CC=C21,"['6', '5', '10', '7']",0,0,1,0,0,0,1,1,1,0,0
679,CS(=O)C,"['0', '3', '2']",1,0,0,1,1,0,0,0,0,0,0
701,CCOC(=O)C(C)C(=O)C,"['8', '0', '1']",1,1,0,0,0,0,0,0,0,1,0
768,C#N,"['6', '9']",0,0,0,0,0,0,0,1,0,0,1
784,OO,"['0', '2']",1,0,0,1,0,0,0,0,0,0,0
798,C1=CC=C2C(=C1)C=CN2,"['4', '9', '7', '2']",0,0,0,1,0,1,0,0,1,0,1
876,CSCCC(C(=O)O)N,"['3', '2']",0,0,0,1,1,0,0,0,0,0,0
878,CS,"['5', '0', '3', '2']",1,0,0,1,1,0,1,0,0,0,0
880,CC(=O)C=O,"['6', '8', '7', '2']",0,0,0,1,0,0,0,1,1,1,0
931,C1=CC=C2C=CC=CC2=C1,"['10', '9', '2']",0,0,1,1,0,0,0,0,0,0,1
964,C(C(=O)C(=O)O)O,"['5', '7', '2']",0,0,0,1,0,0,1,0,1,0,0
984,CCCCCCCCCCCCCCCC=O,"['4', '0', '1']",1,1,0,0,0,1,0,0,0,0,0
985,CCCCCCCCCCCCCCCC(=O)O,"['5', '0', '2']",1,0,0,1,0,0,1,0,0,0,0
989,CC1(COC(=O)C1O)C,"['7', '6', '3']",0,0,0,0,1,0,0,1,1,0,0
997,C1=CC=C(C=C1)CC(=O)C(=O)O,"['6', '0', '7', '2']",1,0,0,1,0,0,0,1,1,0,0
998,C1=CC=C(C=C1)CC=O,"['4', '0', '7', '6', '8', '2']",1,0,0,1,0,1,0,1,1,1,0
1031,CCCO,"['8', '6', '1', '2']",0,1,0,1,0,0,0,1,0,1,0
1032,CCC(=O)O,"['5', '2']",0,0,0,1,0,0,1,0,0,0,0
1045,C(CCN)CN,"['9', '2']",0,0,0,1,0,0,0,0,0,0,1
1060,CC(=O)C(=O)O,"['7', '2']",0,0,0,1,0,0,0,0,1,0,0
1103,C(CCNCCCN)CNCCCN,"['4', '0']",1,0,0,0,0,1,0,0,0,0,0
1136,CC1=C(SC=N1)CCO,"['7', '0', '3']",1,0,0,0,1,0,0,0,1,0,0
1146,CN(C)C,"['0', '1', '2']",1,1,0,1,0,0,0,0,0,0,0
1183,COC1=C(C=CC(=C1)C=O)O,"['6', '5', '7', '2']",0,0,0,1,0,0,1,1,1,0,0
1254,CC1CCC(C(C1)O)C(C)C,"['9', '10', '2']",0,0,1,1,0,0,0,0,0,0,1
1567,C(CS)O,"['7', '3']",0,0,0,0,1,0,0,0,1,0,0
2214,CC(=O)C1=CC(=C(C=C1)O)OC,['6'],0,0,0,0,0,0,0,1,0,0,0
2345,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,"['4', '0', '1', '6', '10', '2']",1,1,1,1,0,1,0,1,0,0,0
2682,CCCCCCCCCCCCCCCCO,"['4', '0', '1', '2']",1,1,0,1,0,1,0,0,0,0,0
2758,CC1(C2CCC(O1)(CC2)C)C,"['6', '10', '0']",1,0,1,0,0,0,0,1,0,0,0
3102,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,"['4', '6', '10', '2']",0,0,1,1,0,1,0,1,0,0,0
3327,CC(=CCCC(=CCCC(=CCO)C)C)C,"['4', '6', '0', '2']",1,0,0,1,0,1,0,1,0,0,0
3485,C(CC=O)CC=O,"['6', '0', '1', '2']",1,1,0,1,0,0,0,1,0,0,0
3776,CC(C)O,"['9', '8', '2']",0,0,0,1,0,0,0,0,0,1,1
3893,CCCCCCCCCCCC(=O)O,"['4', '5', '0', '2']",1,0,0,1,0,1,1,0,0,0,0
4458,CC(=CCCC(=CCO)C)C,['4'],0,0,0,0,0,1,0,0,0,0,0
4650,C1=CC(=O)C=CC1=O,"['6', '5']",0,0,0,0,0,0,1,1,0,0,0
5541,CC(=O)OCC(COC(=O)C)OC(=O)C,"['0', '1', '8', '2', '5']",1,1,0,1,0,0,1,0,0,1,0
5610,C1=CC(=CC=C1CCN)O,"['6', '1', '3', '2']",0,1,0,1,1,0,0,1,0,0,0
5634,C=CCCCCCCCCC(=O)O,"['0', '1', '6', '2', '9']",1,1,0,1,0,0,0,1,0,0,1
5862,C([C@@H](C(=O)O)N)S,['3'],0,0,0,0,1,0,0,0,0,0,0
5971,C=CCN=C=S,"['3', '2']",0,0,0,1,1,0,0,0,0,0,0
6054,C1=CC=C(C=C1)CCO,"['4', '0', '7', '6', '2', '9']",1,0,0,1,0,1,0,1,1,0,1
6137,CSCC[C@@H](C(=O)O)N,['3'],0,0,0,0,1,0,0,0,0,0,0
6140,C1=CC=C(C=C1)C[C@@H](C(=O)O)N,"['7', '2']",0,0,0,1,0,0,0,0,1,0,0
6268,C(C(C(=O)O)S)C(=O)O,['3'],0,0,0,0,1,0,0,0,0,0,0
6276,CCCCCO,"['0', '7', '6', '8', '2']",1,0,0,1,0,0,0,1,1,1,0
6288,C[C@H]([C@@H](C(=O)O)N)O,"['3', '2']",0,0,0,1,1,0,0,0,0,0,0
6329,CN,"['1', '2']",0,1,0,1,0,0,0,0,0,0,0
6342,CC#N,['6'],0,0,0,0,0,0,0,1,0,0,0
6354,C1CO1,"['1', '6', '8']",0,1,0,0,0,0,0,1,0,1,0
6363,CC(C)N,['2'],0,0,0,1,0,0,0,0,0,0,0
6364,CC(C)S,"['1', '3', '2']",0,1,0,1,1,0,0,0,0,0,0
6386,CC(C)(C)O,"['10', '8', '2']",0,0,1,1,0,0,0,0,0,1,0
6405,CCC(C)(C)O,"['10', '8', '2']",0,0,1,1,0,0,0,0,0,1,0
6416,CC(=O)C(C)(C)C,"['10', '8']",0,0,1,0,0,0,0,0,0,1,0
6417,CC(C)(C)C(=O)O,['2'],0,0,0,1,0,0,0,0,0,0,0
6425,CC(C)(C(C)(C)O)O,"['7', '6', '10', '8', '2', '9']",0,0,1,1,0,0,0,1,1,1,1
6482,C[C@@H]1CC[C@@H]2C13CCC(C(C3)C2(C)C)(C)OC(=O)C,"['6', '9', '2', '0']",1,0,0,1,0,0,0,1,0,0,1
6493,CCC(C)(CC)O,"['0', '1', '10', '8', '2']",1,1,1,1,0,0,0,0,0,1,0
6495,CC(C)(OC)OC,"['0', '8', '2']",1,0,0,1,0,0,0,0,0,1,0
6501,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,"['4', '0', '1', '7', '6', '8']",1,1,0,0,0,1,0,1,1,1,0
6514,C(CS)C(=O)O,['3'],0,0,0,0,1,0,0,0,0,0,0
6544,CC1=CC(=O)CC(C1)(C)C,"['0', '1', '6', '10', '2', '9']",1,1,1,1,0,0,0,1,0,0,1
6548,CCC(C)(CCCC(C)C)O,"['4', '6', '9', '0']",1,0,0,0,0,1,0,1,0,0,1
6549,CC(=CCCC(C)(C=C)O)C,"['4', '0', '6', '10', '2', '9']",1,0,1,1,0,1,0,1,0,0,1
6558,CC(C)CN,"['1', '7', '2']",0,1,0,1,0,0,0,0,1,0,0
6560,CC(C)CO,"['6', '0', '8', '2']",1,0,0,1,0,0,0,1,0,1,0
6562,CC(=C)C=O,"['4', '0', '6', '10', '2']",1,0,1,1,0,1,0,1,0,0,0
6569,CCC(=O)C,"['1', '6', '10', '8', '2']",0,1,1,1,0,0,0,1,0,1,0
6570,CC(=O)C=C,"['6', '8', '2']",0,0,0,1,0,0,0,1,0,1,0
6616,CC1(C2CCC(C2)C1=C)C,"['6', '9', '10', '0']",1,0,1,0,0,0,0,1,0,0,1
6631,CC1CCC(CC1)C(C)(C)OC(=O)C,"['4', '0', '1', '10', '9']",1,1,1,0,0,1,0,0,0,0,1
6651,CC1(CCC(CC1)C(C)(C)O)O,"['6', '10']",0,0,1,0,0,0,0,1,0,0,0
6652,CC(CC=O)C1=CC=C(C=C1)C(C)(C)C,"['4', '6', '0']",1,0,0,0,0,1,0,1,0,0,0
6653,CCOC(=O)C(C)(C)O,"['10', '0']",1,0,1,0,0,0,0,0,0,0,0
6654,CC1=CCC2CC1C2(C)C,"['0', '6', '10', '2', '9']",1,0,1,1,0,0,0,1,0,0,1
6657,CCC(C(=O)O)N,['7'],0,0,0,0,0,0,0,0,1,0,0
6658,CC(=C)C(=O)OC,"['4', '1', '3', '6', '2']",0,1,0,1,1,1,0,1,0,0,0
6660,CC1=C(C(=O)CC1)O,"['6', '7']",0,0,0,0,0,0,0,1,1,0,0
6736,CC1=CNC2=CC=CC=C12,"['4', '1', '6', '2', '9']",0,1,0,1,0,1,0,1,0,0,1
6753,CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-],"['4', '6', '9', '2']",0,0,0,1,0,1,0,1,0,0,1
6873,CC(C)COC(=O)C1=CC=CC=C1O,"['4', '6', '10']",0,0,1,0,0,1,0,1,0,0,0
6877,CCOC(=O)C1=CC=CC=C1N,"['4', '0', '1', '6', '2']",1,1,0,1,0,1,0,1,0,0,0
6881,C1=CC=C(C=C1)C=CCOC(=O)C2=CC=CC=C2N,"['4', '1']",0,1,0,0,0,1,0,0,0,0,0
6915,CCC(CC)C(=O)O,"['0', '1', '7', '2', '9', '5']",1,1,0,1,0,0,1,0,1,0,1
6920,CC(=O)C1=CC=CS1,"['7', '3']",0,0,0,0,1,0,0,0,1,0,0
6937,CC1=CC(=C(C=C1)C(C)(C)C)O,"['6', '9', '7']",0,0,0,0,0,0,0,1,1,0,1
6943,CC(C)C1=CC=CC=C1O,"['6', '9', '7', '2']",0,0,0,1,0,0,0,1,1,0,1
6944,CC1=CC=CC=C1[N+](=O)[O-],"['6', '10']",0,0,1,0,0,0,0,1,0,0,0
6987,CC1=CC(=O)C(CC1)C(C)C,"['6', '10', '1', '0']",1,1,1,0,0,0,0,1,0,0,0
6988,CC1CCC(=C(C)C)C(=O)C1,"['0', '10', '2']",1,0,1,1,0,0,0,0,0,0,0
6989,CC1=CC(=C(C=C1)C(C)C)O,"['6', '0', '10', '2']",1,0,1,1,0,0,0,1,0,0,0
6997,CCC1=CC=CC=C1O,['6'],0,0,0,0,0,0,0,1,0,0,0
6998,C1=CC=C(C(=C1)C=O)O,"['4', '6', '10', '2']",0,0,1,1,0,1,0,1,0,0,0
7002,CC1=CC=CC2=CC=CC=C12,"['10', '6', '0', '2']",1,0,1,1,0,0,0,1,0,0,0
7012,CCC(C1=CC=CC=C1)C(=O)O,"['4', '6']",0,0,0,0,0,1,0,1,0,0,0
7016,C1CCC(CC1)C2CCCCC2=O,"['6', '9', '10', '0']",1,0,1,0,0,0,0,1,0,0,1
7017,C1=CC=C(C=C1)C2=CC=CC=C2O,['6'],0,0,0,0,0,0,0,1,0,0,0
7037,C1=CC=C(C=C1)C(C2=CC=CC=C2)O,"['4', '0', '2']",1,0,0,1,0,1,0,0,0,0,0
7041,COC1=C(C(=CC=C1)OC)O,"['6', '9']",0,0,0,0,0,0,0,1,0,0,1
7043,COC1=CC=CC=C1OC,"['6', '5', '7', '2']",0,0,0,1,0,0,1,1,1,0,0
7045,C1=CC=C2C(=C1)N=CC=N2,['7'],0,0,0,0,0,0,0,0,1,0,0
7047,C1=CC=C2C(=C1)C=CC=N2,"['6', '9', '2']",0,0,0,1,0,0,0,1,0,0,1
7055,CC1=CC2=CC=CC=C2C=C1,"['4', '0', '6', '2', '9']",1,0,0,1,0,1,0,1,0,0,1
7058,C1=CC=C2C=C(C=CC2=C1)S,"['0', '3', '7', '2', '9', '5']",1,0,0,1,1,0,1,0,1,0,1
7060,CC1=NC2=CC=CC=C2C=C1,"['10', '6', '0', '2']",1,0,1,1,0,0,0,1,0,0,0
7095,C1=CC=C(C=C1)C2=CC=CC=C2,"['4', '5', '0', '2']",1,0,0,1,0,1,1,0,0,0,0
7119,COC1=CC2=CC=CC=C2C=C1,"['4', '6', '0']",1,0,0,0,0,1,0,1,0,0,0
7129,CCOC1=CC2=CC=CC=C2C=C1,"['4', '6', '0']",1,0,0,0,0,1,0,1,0,0,0
7130,CC(C)CC1=NC2=CC=CC=C2C=C1,"['6', '9', '2']",0,0,0,1,0,0,0,1,0,0,1
7136,CC(=O)OC1=C(C=C(C=C1)CC=C)OC,"['4', '0', '1', '7', '6', '2', '9']",1,1,0,1,0,1,0,1,1,0,1
7144,CC1=CC(=C(C=C1)O)OC,"['4', '6', '9', '7']",0,0,0,0,0,1,0,1,1,0,1
7146,CC(C=O)C1=CC=CC=C1,"['4', '0', '1', '6', '2']",1,1,0,1,0,1,0,1,0,0,0
7149,C1=CC=C(C=C1)C(CO)O,['4'],0,0,0,0,0,1,0,0,0,0,0
7151,COC(=O)C1=CN=CC=C1,"['6', '10', '2']",0,0,1,1,0,0,0,1,0,0,0
7165,CCOC(=O)C1=CC=CC=C1,"['4', '1', '6', '10', '2', '9']",0,1,1,1,0,1,0,1,0,0,1
7166,CC(=O)CC(=O)C1=CC=CC=C1,"['6', '9']",0,0,0,0,0,0,0,1,0,0,1
7169,C1=CC=C(C=C1)C(=O)OC2=CC=CC=C2,"['4', '0', '1', '6', '2']",1,1,0,1,0,1,0,1,0,0,0
7170,CCOC(=O)CC(=O)C1=CC=CC=C1,"['6', '9', '8', '1']",0,1,0,0,0,0,0,1,0,1,1
7184,CCCCOC(=O)C1=CC=C(C=C1)O,"['1', '6', '8', '2']",0,1,0,1,0,0,0,1,0,1,0
7193,CC(C)CCOC(=O)C1=CC=CC=C1,"['6', '0', '1']",1,1,0,0,0,0,0,1,0,0,0
7194,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2,"['4', '6', '0', '2']",1,0,0,1,0,1,0,1,0,0,0
7197,CCCC1=CC2=C(C=C1)OCO2,"['4', '6']",0,0,0,0,0,1,0,1,0,0,0
7219,C1C=CC2=CC=CC=C21,"['6', '9', '10']",0,0,1,0,0,0,0,1,0,0,1
7221,C1=CC=C2C(=C1)C=CS2,"['7', '3', '2']",0,0,0,1,1,0,0,0,1,0,0
7224,CC1=CC2=CC=CC=C2N1,['9'],0,0,0,0,0,0,0,0,0,0,1
7237,CC1=CC=CC=C1C,"['4', '6', '2']",0,0,0,1,0,1,0,1,0,0,0
7249,CC1=C(C=C(C=C1)O)C,"['6', '9', '3', '2']",0,0,0,1,1,0,0,1,0,0,1
7267,CC1=CC(=C(C=C1)C)O,"['6', '3']",0,0,0,0,1,0,0,1,0,0,0
